"('O', 'C', 1)","('N', 'H', 1)","('N', 'C', 1)","('N', 'C', 1.5)","('C', 'H', 1)","('C', 'C', 1)","('C', 'C', 1.5)"
4,0,4,0,22,4,0
0,3,11,0,28,14,0
0,2,8,0,22,7,6
2,3,1,0,15,8,0
0,2,5,3,26,15,0
4,2,2,0,23,8,6
4,0,0,0,32,23,0
0,3,1,3,12,6,6
1,2,4,1,22,11,2
0,3,7,0,25,12,6
4,3,8,2,17,10,10
2,2,9,0,21,11,12
0,4,4,0,20,12,0
4,2,2,3,20,7,6
2,2,5,0,29,10,6
4,3,10,4,28,8,8
3,0,3,0,20,8,0
1,4,7,2,9,5,4
4,2,5,0,17,6,0
2,1,6,0,27,9,6
2,2,5,0,31,14,0
3,2,2,0,19,10,6
0,1,3,0,29,13,0
1,3,5,2,26,10,8
4,0,9,0,27,12,0
2,2,2,0,16,4,6
0,2,8,2,35,14,4
0,2,8,0,30,13,0
4,0,3,2,20,9,1
2,2,2,0,19,7,6
0,1,6,3,30,11,6
2,2,6,0,24,9,9
2,1,3,0,22,9,6
0,4,1,2,10,5,8
5,2,5,0,25,9,6
2,3,7,0,21,6,6
0,3,5,4,25,12,5
0,4,6,0,28,15,0
0,2,5,0,23,9,0
2,2,2,0,28,15,0
1,4,7,0,21,13,0
0,1,7,0,25,10,12
0,3,5,0,26,10,0
0,1,6,0,13,5,6
1,1,4,0,17,4,9
0,2,2,2,25,14,1
3,0,3,2,19,10,7
4,3,5,0,20,8,6
4,1,6,0,30,10,6
0,3,4,0,26,15,0
1,1,4,0,25,9,14
3,1,3,0,24,8,6
4,3,7,0,25,10,12
4,2,2,0,34,15,6
1,1,5,0,15,9,0
0,4,5,0,22,8,6
1,3,1,0,30,16,0
3,3,5,0,19,8,6
2,3,8,0,26,10,0
1,1,3,4,24,9,9
3,1,3,0,26,12,3
3,1,3,0,20,8,3
0,2,8,0,29,7,6
0,2,8,2,21,7,1
0,1,5,2,22,10,4
2,1,2,2,23,13,1
0,3,5,0,16,5,6
0,3,7,2,18,7,7
0,3,5,2,22,7,7
0,3,11,0,18,6,12
6,2,4,0,21,12,6
0,4,13,0,29,8,0
2,2,5,0,25,6,6
0,3,7,2,24,9,4
2,1,3,0,19,7,0
0,2,6,0,22,7,6
0,2,4,0,18,10,0
0,1,4,0,14,7,12
0,4,6,2,16,8,3
2,1,2,2,11,4,12
1,3,7,0,20,10,12
2,2,4,0,15,5,12
0,2,2,0,22,9,0
1,1,3,0,24,9,6
2,2,4,0,29,9,6
0,1,6,0,22,8,0
0,3,7,0,18,5,6
0,2,7,0,22,11,3
3,1,3,0,25,9,6
6,0,0,0,24,14,0
1,2,5,0,23,8,12
0,3,1,2,16,4,10
0,2,2,4,16,6,12
3,2,2,0,24,15,6
0,1,2,0,22,12,6
2,5,8,0,21,7,6
0,2,2,0,17,5,6
4,1,2,0,23,12,6
2,3,10,0,24,8,0
1,2,5,0,12,4,6
0,4,7,2,24,8,1
0,3,7,2,21,7,4
3,0,6,0,21,8,0
0,4,7,2,17,11,2
0,3,4,0,20,9,0
0,2,5,0,17,5,6
6,1,2,0,26,14,0
0,3,12,0,34,9,12
0,3,5,0,19,9,0
0,1,6,0,31,16,0
1,2,2,0,29,13,0
2,2,8,0,22,3,6
4,3,4,0,20,8,0
0,2,9,3,26,10,0
2,2,3,0,25,16,6
7,1,3,0,22,8,6
2,3,4,2,25,12,4
1,1,5,0,20,11,12
0,3,10,0,22,8,3
0,2,8,2,31,8,10
1,2,8,0,23,7,3
0,4,10,0,21,8,3
1,2,8,0,23,9,0
0,4,9,0,17,7,6
0,2,4,2,11,3,7
0,3,7,4,10,3,2
0,2,8,0,21,12,6
0,2,9,0,34,16,0
1,1,3,0,24,11,0
2,1,6,0,28,12,6
0,2,9,2,25,9,4
1,2,5,0,22,12,0
2,0,6,0,26,10,12
2,2,8,0,28,10,6
2,2,1,0,15,9,6
0,2,8,0,24,5,12
0,2,9,4,30,16,1
0,3,4,2,33,15,8
0,3,5,0,37,17,0
0,2,2,2,12,3,10
1,2,6,0,33,17,3
0,4,5,0,15,7,6
0,0,4,0,8,4,0
0,2,8,2,23,9,1
0,4,4,0,17,9,0
2,2,5,0,23,7,6
2,3,8,0,23,8,6
1,1,6,0,25,12,0
2,2,2,2,19,8,1
0,2,8,2,28,8,10
1,2,2,0,19,7,12
3,1,3,0,15,8,6
3,2,6,0,27,13,3
0,3,1,0,6,2,9
0,2,12,0,33,12,6
4,1,6,2,23,8,4
0,2,2,0,14,6,9
1,3,7,0,17,7,16
6,2,2,0,28,10,6
2,2,8,2,22,8,0
3,1,6,0,27,8,12
0,3,7,2,24,8,10
2,2,12,0,35,15,0
1,0,0,2,11,7,6
1,1,3,0,22,9,6
0,1,4,0,18,6,9
5,2,2,0,24,8,12
2,3,5,4,19,7,7
6,1,3,0,39,25,6
4,0,0,0,20,9,0
0,2,2,2,18,7,4
5,1,3,0,17,9,6
0,3,4,0,20,9,6
1,0,9,0,22,9,0
0,3,8,0,25,8,6
4,2,2,0,20,8,6
0,2,7,0,21,8,6
0,4,4,0,17,10,0
2,2,5,0,31,14,0
5,3,1,0,20,11,0
2,0,4,0,18,6,0
0,2,5,0,27,11,6
0,1,3,0,16,5,6
2,0,3,2,18,10,4
6,2,5,0,25,10,18
1,4,9,2,18,8,3
4,3,8,0,29,9,6
0,3,5,0,19,7,6
0,1,8,0,20,8,15
1,4,4,0,18,8,6
0,2,6,4,29,14,1
0,1,9,4,33,12,8
2,4,7,0,27,7,6
0,3,8,0,24,7,12
2,2,5,0,27,12,0
2,3,4,2,12,7,8
0,4,4,0,20,6,0
0,3,5,2,23,8,8
0,1,5,0,26,11,0
3,0,6,2,15,6,1
2,1,6,2,27,10,9
3,3,4,0,17,8,6
2,3,7,2,21,6,10
2,0,6,0,23,10,3
8,5,9,0,17,3,12
0,1,6,2,27,10,4
0,2,1,0,16,13,11
0,3,5,0,20,5,3
9,1,2,0,19,7,9
0,3,11,2,35,12,8
0,3,10,0,26,8,6
0,4,9,2,22,5,4
0,3,7,0,20,9,6
0,3,7,2,22,8,10
3,1,3,0,24,11,0
1,1,6,0,27,11,6
2,1,5,0,27,10,0
2,2,2,2,23,7,7
0,2,8,4,26,9,2
0,2,8,0,27,11,6
1,1,3,2,21,9,1
5,1,6,0,31,12,0
0,2,10,2,21,9,4
8,2,2,0,22,9,6
0,2,5,0,29,13,6
0,4,8,0,18,12,6
0,3,5,0,23,7,6
0,2,6,0,25,10,6
2,1,8,0,29,7,6
2,2,10,0,31,16,6
3,3,4,0,21,8,0
0,3,8,0,19,6,6
3,1,3,2,17,6,7
4,2,8,0,30,11,6
0,3,4,2,29,12,4
2,3,3,0,20,7,3
2,2,3,0,21,7,0
0,2,2,3,22,8,6
0,2,9,0,24,9,6
0,1,2,1,14,9,7
0,1,3,2,24,12,1
0,3,4,2,21,7,4
0,1,6,0,24,8,3
0,2,5,0,24,9,6
1,4,3,0,20,12,0
1,2,2,0,27,13,0
0,4,4,2,21,9,8
2,2,5,0,25,8,6
0,4,4,0,26,12,0
2,3,7,0,22,9,3
4,2,6,0,25,9,6
0,2,5,2,26,7,4
1,3,1,0,22,12,6
0,4,5,4,26,11,6
0,3,4,0,22,10,0
1,2,2,0,17,6,6
0,3,7,0,24,9,3
1,2,4,2,14,8,1
0,5,7,0,28,10,6
1,1,3,0,19,8,3
2,1,6,0,23,8,3
0,1,6,0,29,11,3
0,2,8,0,16,4,6
1,3,1,0,8,5,6
2,3,5,0,25,8,0
0,3,7,0,23,10,3
2,2,5,4,18,3,8
3,1,5,0,30,14,0
0,3,5,0,13,6,3
2,1,3,0,15,4,6
0,4,4,2,21,8,4
0,2,2,2,17,5,10
0,4,4,0,19,10,0
0,2,2,2,17,8,1
2,3,1,2,7,5,8
2,1,3,2,25,9,4
4,1,3,0,26,11,12
1,2,7,2,15,3,4
2,2,5,0,25,7,12
0,0,0,3,13,7,0
0,2,6,0,25,8,6
0,3,7,0,22,10,6
0,4,11,0,29,11,6
2,0,2,0,16,5,3
1,3,1,4,20,11,2
3,1,2,0,21,10,6
0,5,5,0,21,10,0
0,2,4,0,21,7,0
2,1,3,2,15,9,5
2,2,5,0,23,7,0
4,1,6,4,22,4,8
3,0,4,0,14,5,6
0,2,6,0,19,7,12
1,1,0,2,22,11,4
4,1,6,0,32,13,6
2,2,8,2,20,7,4
1,1,2,0,12,7,6
2,2,5,0,20,8,0
0,2,9,1,24,8,2
0,0,2,0,12,5,0
0,1,5,0,21,5,12
2,2,2,0,22,13,0
1,2,5,0,20,12,0
2,1,3,2,28,13,1
2,2,5,0,27,10,0
4,0,3,0,21,10,11
2,1,9,0,29,12,0
0,2,2,1,27,15,2
1,2,5,0,14,3,6
3,3,4,0,23,11,0
1,3,5,0,20,5,6
3,2,3,4,18,7,7
0,1,9,4,25,8,2
1,2,2,3,23,12,3
2,2,11,0,27,10,12
0,2,5,0,23,8,12
6,1,3,0,19,6,6
0,4,7,4,22,10,2
2,2,5,0,26,12,0
2,2,5,0,21,7,6
2,3,7,0,27,8,6
0,2,10,0,26,12,12
0,4,7,0,25,7,0
0,2,2,0,21,11,0
2,3,7,2,26,9,1
4,1,3,0,23,5,6
0,2,5,0,23,8,3
4,2,3,0,14,6,11
0,2,9,0,22,6,6
0,2,8,0,28,8,0
0,1,2,0,12,8,6
0,2,8,2,25,8,4
0,2,2,0,22,10,0
2,2,2,0,17,7,6
1,2,5,0,22,9,6
2,1,6,0,29,12,6
2,2,5,0,21,5,12
2,2,11,0,27,12,0
0,3,5,0,29,12,6
0,2,8,2,22,8,3
2,2,5,0,27,10,12
0,1,5,0,12,7,6
3,2,5,0,26,13,0
5,1,6,0,27,10,6
2,4,3,0,24,10,6
2,2,7,0,24,7,0
0,2,5,2,22,6,10
4,0,0,0,16,10,0
0,3,15,2,25,5,12
0,4,9,0,22,10,6
0,1,6,0,26,8,9
2,1,6,0,26,9,6
0,3,8,0,26,11,6
0,3,18,0,42,6,0
0,5,6,2,24,9,14
0,5,6,2,17,5,4
0,2,14,0,30,11,6
2,3,5,0,27,9,0
0,5,6,4,13,5,2
1,2,8,0,27,11,0
1,1,3,2,23,7,4
0,1,6,2,27,7,10
2,2,2,1,17,6,8
0,1,2,0,26,14,6
0,2,10,0,29,8,12
2,1,4,2,23,15,0
0,4,10,0,33,15,0
0,1,2,2,17,12,4
0,3,7,0,16,3,6
1,3,4,0,15,7,6
0,4,5,0,26,10,6
2,2,8,0,40,16,6
1,1,3,0,30,13,0
2,2,5,0,17,10,0
3,2,5,0,22,8,6
2,2,5,4,21,10,0
3,0,6,2,20,7,10
0,3,8,0,23,8,6
0,1,6,2,25,8,10
0,3,6,0,19,6,6
2,1,6,0,26,7,0
0,2,2,0,19,8,9
0,3,5,0,33,13,0
1,3,5,0,22,10,0
1,2,8,0,23,8,6
0,3,10,0,25,10,0
4,2,2,0,24,14,0
1,2,5,2,13,6,9
0,2,5,2,24,6,7
0,1,9,2,23,8,10
2,2,8,0,27,8,12
0,3,10,0,21,6,6
1,3,1,0,14,6,9
0,4,10,2,23,9,3
2,2,8,0,30,12,0
6,1,0,2,22,13,3
2,1,6,0,22,6,3
5,1,6,0,29,13,0
0,2,8,2,13,3,4
1,1,3,0,18,8,0
0,2,2,3,16,5,8
3,1,6,0,25,11,6
2,3,1,2,22,11,1
2,1,5,0,15,7,0
2,1,5,5,19,5,12
1,3,4,0,15,7,6
0,1,8,0,33,12,0
1,1,12,0,19,4,6
1,2,5,0,24,14,6
0,2,8,0,30,15,6
0,3,4,0,23,7,6
4,2,5,0,23,10,0
1,2,8,0,21,11,0
0,1,3,0,24,16,3
0,2,8,0,22,8,0
2,1,6,0,28,6,6
3,0,0,0,6,3,0
0,4,4,0,28,14,0
0,5,3,0,9,2,6
2,2,3,4,23,8,6
0,0,6,0,20,6,9
6,4,10,0,10,6,0
2,2,9,1,30,10,2
1,1,6,0,17,13,6
0,2,6,0,25,10,6
0,3,7,0,28,13,0
2,2,5,2,19,5,10
0,4,4,0,30,13,0
2,4,4,0,19,6,6
2,2,5,0,25,7,0
0,2,9,0,17,5,6
0,3,5,3,17,10,0
2,2,8,0,28,9,6
1,2,8,4,20,6,8
3,2,2,0,25,17,0
2,3,2,0,12,5,6
0,3,7,0,17,9,9
1,2,5,2,17,4,6
0,0,0,0,3,1,5
0,2,2,2,14,4,7
2,1,5,2,24,10,10
0,1,6,0,24,8,6
0,5,9,0,25,8,0
0,4,12,0,21,7,0
0,4,4,0,28,14,0
6,2,2,4,25,9,6
4,0,4,0,22,10,6
0,2,12,0,25,13,0
0,2,3,0,11,3,9
0,2,8,0,24,4,12
0,2,8,0,38,17,6
0,2,4,2,22,11,13
0,2,2,0,22,8,3
0,2,5,3,23,9,6
0,2,8,0,26,7,6
0,2,6,0,20,7,6
2,2,2,0,18,4,9
2,2,2,2,23,10,1
0,1,9,0,19,5,12
0,2,7,0,33,17,6
0,2,11,0,28,8,9
0,3,7,0,21,6,9
0,1,6,0,28,9,0
0,3,2,6,22,9,2
2,3,8,2,27,9,8
2,1,6,0,21,10,6
0,3,8,0,24,11,6
0,1,6,4,17,5,2
2,3,4,0,22,8,18
0,3,7,2,18,8,7
2,2,5,0,21,9,0
2,2,2,2,14,5,4
3,3,4,2,20,7,4
2,1,9,1,28,12,2
2,4,4,0,26,12,0
1,0,4,0,19,9,6
5,1,3,0,26,8,6
4,3,5,2,31,11,8
0,2,8,0,26,10,6
2,4,6,0,22,7,6
2,1,6,0,15,5,6
2,1,6,0,26,8,0
5,0,1,0,40,31,0
0,4,4,2,13,4,6
2,3,1,3,9,5,6
0,2,8,2,25,6,10
0,2,5,2,18,4,1
6,1,3,2,26,5,18
1,2,5,4,19,8,5
0,2,8,2,37,17,4
3,1,3,1,19,8,2
0,1,2,0,12,5,6
1,1,1,0,25,12,6
2,2,2,0,24,11,6
3,0,0,2,17,10,1
5,2,2,0,18,5,12
0,2,2,0,24,11,0
1,0,3,2,19,9,4
2,3,11,0,22,9,6
0,3,11,0,21,6,6
0,3,10,0,24,4,12
4,4,3,0,18,7,6
0,0,6,0,28,14,0
0,5,3,0,17,8,0
0,4,8,4,29,11,6
4,2,2,0,22,11,0
2,2,2,0,17,4,9
0,1,8,0,30,13,6
0,4,4,2,21,9,1
2,2,5,0,31,16,0
2,2,5,0,27,9,0
1,0,0,0,23,12,0
0,3,5,2,18,6,8
2,2,6,0,22,7,12
6,0,3,0,24,11,6
0,5,5,0,19,7,0
0,2,5,4,25,8,8
1,1,1,0,16,8,6
1,0,3,0,12,6,12
3,3,8,2,22,8,14
0,4,5,0,24,9,6
0,2,5,2,30,14,4
0,1,6,0,20,8,12
1,0,4,0,11,5,6
0,2,5,4,13,5,2
0,2,11,2,30,10,7
0,5,3,4,8,2,6
2,2,9,1,28,11,2
0,4,6,0,18,10,6
0,3,5,0,29,13,0
3,0,6,0,19,10,12
2,0,0,0,18,9,0
2,2,6,0,26,8,12
2,3,1,0,19,7,6
0,3,7,0,22,8,6
1,1,5,0,1,2,0
2,3,4,0,24,10,0
0,1,9,0,29,11,0
0,2,6,2,26,8,8
0,1,6,0,28,11,6
2,1,9,0,33,12,0
4,1,5,0,18,6,12
0,2,5,0,16,4,12
2,2,8,0,26,12,0
2,2,6,0,28,10,3
0,2,2,0,23,9,6
0,2,2,0,24,11,6
4,2,4,0,17,9,6
0,2,8,0,32,14,6
0,3,3,0,22,10,6
0,2,8,0,18,7,6
2,2,5,0,27,11,6
0,1,8,0,31,9,6
5,1,3,0,21,4,6
0,3,7,0,19,4,9
3,1,6,0,27,13,0
0,3,3,0,8,3,6
1,1,3,2,23,10,8
0,2,2,0,23,9,6
0,5,8,0,28,11,6
3,0,0,0,21,12,0
0,3,8,0,20,8,6
1,3,5,0,17,6,6
0,1,6,0,28,8,6
0,1,6,0,24,7,0
0,2,5,0,22,8,6
1,2,2,0,15,5,0
1,0,1,0,12,4,6
0,2,7,0,32,12,9
2,1,3,0,16,12,6
2,1,3,2,22,8,4
1,4,4,0,31,16,0
2,3,3,4,20,5,16
2,1,6,0,22,11,6
0,5,9,0,23,5,12
2,2,8,2,29,12,4
0,2,5,4,16,3,2
0,0,9,0,35,17,6
2,0,10,0,21,6,6
2,2,2,2,19,7,4
4,3,5,0,18,6,6
2,3,4,4,22,11,2
0,3,8,0,25,11,0
2,1,6,0,26,13,6
2,3,2,2,21,8,8
0,4,3,0,19,10,0
0,2,5,0,27,14,6
0,3,10,0,26,10,0
0,3,4,0,21,8,6
0,3,8,2,23,6,9
0,2,2,2,21,11,7
2,2,2,0,20,7,12
2,3,4,0,28,11,6
2,2,5,0,31,11,6
1,2,7,2,20,10,1
0,3,7,0,24,14,6
3,3,2,2,17,8,8
2,0,0,2,18,8,4
0,5,6,0,13,5,0
0,4,6,0,15,6,6
2,2,5,0,31,12,12
0,1,5,0,22,12,0
2,1,4,2,25,9,16
0,1,3,1,24,10,2
0,3,1,2,28,14,4
0,2,2,1,12,5,1
3,1,3,0,24,13,0
3,1,9,4,32,10,2
1,1,5,0,12,8,0
0,3,7,0,22,10,6
1,2,2,2,19,11,0
0,3,6,0,16,8,6
0,3,11,2,24,6,12
0,2,8,6,20,8,3
0,2,8,0,22,7,0
2,3,5,0,19,5,6
3,3,1,0,16,10,0
0,4,7,0,32,18,0
0,3,8,2,28,11,8
3,2,7,0,18,11,0
0,3,7,2,18,6,4
1,3,11,0,29,12,0
4,2,2,0,26,13,0
0,5,9,0,18,5,6
0,2,11,2,32,8,4
0,4,6,0,20,9,0
2,2,2,0,21,6,12
1,2,7,2,20,9,4
0,2,2,0,26,16,0
2,1,6,2,20,8,10
0,2,10,0,23,11,6
1,2,4,2,16,9,4
1,2,5,0,20,4,6
2,2,5,0,27,12,6
0,3,5,3,22,11,6
0,2,8,2,35,15,10
4,2,5,0,29,8,6
0,2,5,0,20,7,3
0,1,6,0,26,8,6
4,2,2,0,20,5,12
3,1,3,0,25,9,6
2,1,7,0,31,13,0
1,1,5,0,22,5,11
4,0,1,0,17,9,6
6,0,0,0,7,5,0
2,2,2,0,24,10,0
0,4,10,0,26,11,6
0,3,8,3,24,9,0
0,1,6,0,22,4,9
0,3,10,4,29,11,2
0,2,5,0,19,12,6
0,1,5,0,18,12,6
4,1,3,0,25,7,6
2,3,8,0,25,10,0
1,1,3,0,26,9,6
0,5,8,0,13,4,6
1,3,4,0,19,10,0
0,2,6,3,23,11,0
0,3,6,0,19,6,0
2,2,5,0,23,7,6
3,2,6,0,27,13,0
2,2,5,4,21,8,2
5,0,0,0,17,7,12
1,3,5,0,32,15,0
0,1,6,0,17,7,6
4,2,2,0,28,10,6
0,1,3,0,22,7,6
0,4,6,0,18,9,0
2,2,2,0,26,13,3
0,3,7,2,24,8,7
0,3,5,0,20,8,6
2,2,5,2,22,5,7
2,2,2,4,20,8,2
2,1,3,3,16,3,6
2,4,8,0,34,15,0
0,4,10,0,27,10,6
2,2,10,0,21,12,0
3,1,1,0,18,8,0
2,3,5,4,17,7,9
0,2,1,3,7,3,6
2,4,9,0,18,8,0
2,2,5,3,19,8,0
2,1,8,0,22,9,6
0,3,7,2,15,4,6
3,0,0,0,21,13,0
2,1,3,0,16,5,6
2,3,10,2,15,4,9
0,3,7,0,23,9,3
0,3,1,2,10,2,4
3,2,2,2,22,12,1
0,1,4,4,20,6,14
4,2,7,0,29,16,6
3,2,5,0,16,7,0
2,2,6,0,20,8,15
0,3,7,0,3,2,0
0,2,8,0,28,14,6
1,1,3,0,22,7,0
0,2,5,0,27,8,3
2,3,2,2,23,9,8
2,0,6,0,20,6,0
0,3,8,0,29,13,0
1,2,11,0,29,9,6
0,1,6,4,30,11,2
0,2,10,2,25,8,4
0,1,6,0,16,5,6
1,2,5,0,25,14,3
2,2,5,0,19,6,3
2,1,7,0,21,6,6
0,3,4,4,12,7,0
0,4,7,0,29,14,0
1,1,5,0,26,12,0
0,2,5,0,24,8,6
2,1,3,0,24,6,6
1,1,3,0,8,4,3
2,2,2,0,24,9,6
2,2,8,0,28,9,0
1,2,8,2,20,8,4
1,0,0,0,21,14,0
0,2,2,2,17,5,10
2,3,8,0,23,9,0
2,3,7,0,17,5,6
4,2,2,0,21,7,6
0,1,9,2,26,14,1
0,2,5,2,28,10,4
0,1,4,0,20,13,0
0,1,5,0,26,8,3
1,1,5,0,10,8,0
2,2,5,2,26,9,10
2,2,5,0,31,14,0
1,2,7,0,17,12,0
1,1,4,0,14,7,12
0,2,12,0,27,10,0
4,1,3,0,15,6,0
0,2,2,0,26,14,0
4,2,11,0,28,10,9
0,2,12,0,26,7,6
0,3,4,4,10,3,2
0,2,2,2,21,11,2
2,1,2,4,13,7,8
0,1,3,2,23,9,6
0,3,5,0,26,11,0
0,2,5,0,11,4,0
0,2,8,0,28,10,6
4,1,3,4,25,6,13
2,2,5,2,24,7,4
3,1,3,0,16,5,0
3,3,8,0,26,10,0
1,3,7,0,21,13,0
0,3,10,2,22,8,1
0,3,9,0,30,11,0
0,3,5,0,27,10,0
0,1,2,0,14,5,6
0,2,8,0,31,13,6
2,5,7,0,18,6,6
4,2,5,0,23,8,6
6,1,6,0,32,9,6
0,2,7,0,26,8,0
0,1,6,0,27,11,0
0,2,5,4,19,5,2
1,2,8,0,18,8,6
0,1,5,0,26,6,6
0,4,10,0,20,10,0
1,1,5,0,18,9,3
1,1,3,0,15,6,6
2,1,2,0,22,9,6
0,2,8,0,24,7,9
0,4,9,0,20,8,6
3,2,5,0,26,9,0
0,2,2,4,16,6,5
1,1,6,2,24,8,9
0,3,1,0,9,3,9
1,1,3,0,32,14,0
4,0,0,0,18,9,0
3,2,4,0,18,8,12
1,1,8,0,20,8,6
1,2,10,0,25,7,6
1,1,3,4,14,6,8
2,1,6,4,28,13,2
2,3,5,0,27,11,0
0,2,2,0,20,9,0
1,0,0,0,19,11,6
6,2,5,0,26,6,12
2,2,5,2,24,6,7
4,0,3,2,22,8,10
1,1,2,2,18,12,7
2,2,5,2,17,8,1
0,3,10,0,28,10,6
6,1,3,1,24,6,8
3,0,0,0,27,17,11
0,2,3,2,21,6,14
0,2,5,0,17,4,3
1,2,4,0,23,9,6
1,3,4,0,15,7,6
6,2,2,0,26,9,12
2,2,8,2,22,11,1
1,1,3,0,29,19,6
6,0,0,0,16,7,6
0,3,4,2,13,3,4
0,2,8,2,25,10,10
0,2,8,2,24,7,7
6,0,3,2,24,9,1
0,2,11,2,25,7,4
0,3,10,0,24,5,12
0,2,2,2,18,8,1
2,1,2,0,21,13,6
0,4,7,0,21,6,6
1,1,4,0,15,6,6
1,1,2,0,19,9,0
0,1,3,0,16,11,0
0,2,5,2,30,15,1
4,4,7,0,27,11,0
0,1,9,0,31,13,0
3,1,3,0,20,9,6
2,1,6,0,26,9,6
0,3,4,0,11,3,6
2,0,0,0,20,8,6
2,1,6,1,27,8,8
1,2,6,0,21,7,12
0,4,3,2,15,7,6
1,1,2,0,16,10,6
1,0,0,0,16,10,0
0,2,8,0,30,10,6
2,2,7,0,27,13,3
0,1,6,0,24,6,6
1,0,4,0,18,11,12
2,2,5,2,22,4,6
1,0,6,0,19,9,0
0,1,3,2,23,13,8
4,1,3,0,29,10,12
0,4,10,4,27,13,8
0,4,3,2,14,4,4
2,1,3,0,23,13,0
0,2,8,0,24,9,9
2,3,7,0,20,5,12
2,2,5,0,26,14,0
3,2,2,0,31,14,0
0,2,8,0,18,5,6
0,2,6,4,19,7,2
3,2,5,0,26,10,6
2,3,4,0,26,13,0
1,1,2,0,13,6,0
0,3,12,0,28,8,6
0,0,0,4,23,10,8
0,3,8,0,22,10,6
2,1,6,0,28,10,6
0,2,9,2,23,5,9
0,5,2,0,16,9,0
2,3,7,0,27,7,12
0,3,4,0,10,1,12
2,2,4,0,26,15,0
2,2,5,0,16,7,0
2,3,4,0,20,7,6
0,3,5,2,16,5,7
2,2,6,0,12,5,0
0,4,7,0,23,13,0
2,2,6,2,25,7,8
2,2,12,0,27,8,0
0,1,6,0,24,9,0
1,0,0,0,19,13,0
0,3,8,0,24,10,6
4,2,5,0,20,7,12
0,2,5,0,29,12,6
1,3,1,0,20,9,0
2,2,7,0,18,6,6
0,2,2,0,13,4,9
2,2,2,2,19,5,9
0,2,6,0,20,7,0
1,2,2,0,13,7,0
0,3,5,0,17,9,0
0,1,3,2,16,4,10
0,2,6,2,26,11,2
0,4,7,0,27,10,0
0,3,9,2,30,11,1
0,3,7,0,19,8,3
1,3,4,0,15,8,3
4,3,4,0,19,6,6
2,3,4,0,17,6,6
1,4,4,4,18,9,1
0,1,3,0,13,3,3
0,5,2,0,20,11,0
2,2,9,0,26,10,0
0,2,5,2,19,4,7
5,3,5,0,19,7,6
2,5,6,0,26,12,0
1,1,6,0,20,9,9
3,0,4,0,27,14,12
2,4,12,0,22,7,0
2,1,11,0,27,10,0
0,3,11,2,24,7,7
0,2,11,0,26,12,0
0,3,8,2,24,10,4
1,1,6,2,26,10,10
0,0,5,0,18,7,0
0,1,6,4,25,9,14
0,3,6,0,24,18,0
2,1,9,0,33,12,6
0,2,2,2,18,7,3
4,2,2,0,26,11,6
0,3,4,0,18,7,6
0,3,4,0,17,7,6
0,1,2,0,17,10,3
0,2,9,2,30,8,4
2,1,6,0,27,12,6
0,3,7,0,20,7,3
0,3,10,2,25,7,4
2,2,3,0,19,8,6
3,0,0,0,24,13,6
1,1,3,0,24,13,0
4,1,3,0,23,8,12
2,5,5,0,15,6,6
0,2,6,0,24,9,0
1,0,0,0,11,4,0
3,0,0,0,23,12,0
2,2,4,0,30,15,12
0,1,5,4,33,16,7
1,1,3,0,20,7,11
6,1,3,0,25,9,6
0,3,8,0,29,12,6
4,2,3,4,20,6,7
1,1,4,0,19,7,6
0,4,3,0,13,6,6
0,1,2,0,18,13,0
2,1,6,0,23,10,6
7,1,5,4,11,3,2
0,2,5,2,17,6,4
0,1,3,0,21,8,6
0,3,8,2,25,7,1
0,3,7,0,24,8,6
0,3,1,0,16,6,6
2,1,6,0,26,9,3
2,3,5,0,23,8,0
0,2,8,0,30,10,0
1,1,3,0,18,6,6
0,3,4,0,25,10,6
2,2,5,0,21,10,9
2,2,2,0,32,16,0
6,0,0,0,22,11,6
0,2,2,0,24,10,3
2,2,8,2,33,12,4
0,1,3,0,20,7,0
1,1,6,0,21,6,6
0,2,5,0,15,6,0
1,1,3,0,28,11,6
0,2,8,2,31,14,4
3,2,2,0,24,10,6
6,1,4,0,18,3,12
0,3,8,0,22,6,0
0,3,4,0,24,10,0
0,2,10,0,25,15,3
0,2,5,0,27,8,6
0,3,8,2,24,10,4
2,2,2,0,24,14,0
2,4,5,0,14,10,0
0,2,8,2,27,7,10
0,4,9,2,19,8,7
0,3,7,0,19,6,0
0,2,5,2,24,12,1
4,1,5,0,19,8,6
1,3,4,0,25,11,0
2,4,3,0,14,6,6
1,1,5,0,11,4,6
2,2,2,0,24,9,0
0,2,2,0,18,7,6
2,3,4,0,14,5,6
4,2,3,2,21,8,14
0,2,8,0,26,10,9
0,1,7,0,19,8,0
2,1,3,3,23,9,6
4,0,0,0,20,10,11
0,1,6,0,9,3,6
0,2,5,4,27,10,12
0,0,3,0,23,11,6
1,0,2,0,12,5,6
0,3,1,0,12,6,6
2,2,2,0,15,3,6
1,1,6,0,20,8,6
3,2,4,2,13,4,4
0,2,9,2,22,11,1
2,4,4,0,26,14,0
1,2,4,0,17,9,0
2,2,5,2,18,5,10
4,1,3,0,21,4,8
0,2,8,0,30,15,9
0,1,6,0,16,4,12
0,2,12,0,20,6,0
0,1,6,0,28,9,0
0,1,6,0,26,8,6
0,2,11,0,27,7,6
2,2,11,0,25,7,3
2,0,3,0,27,11,6
0,3,4,0,20,11,3
0,3,8,0,25,10,6
2,3,10,0,28,9,6
3,2,6,2,19,8,3
