"('O', 'C', 1)","('N', 'H', 1)","('N', 'C', 1)","('N', 'C', 1.5)","('C', 'H', 1)","('C', 'C', 1)","('C', 'C', 1.5)"
0,2,8,0,19,7,9
0,1,6,0,19,5,9
3,0,0,3,19,10,0
2,1,2,0,11,5,6
3,1,3,0,22,6,11
0,1,3,0,14,10,0
1,2,4,4,21,7,13
1,2,5,0,20,6,6
1,2,2,0,21,7,6
0,3,10,0,26,10,6
2,3,7,0,28,15,0
3,0,0,0,26,16,0
1,2,5,2,20,9,10
0,4,7,0,21,7,6
0,1,9,0,25,9,0
0,4,7,0,27,11,0
2,1,5,0,19,12,3
2,1,6,0,27,10,6
0,2,8,0,26,9,3
0,3,4,0,20,9,0
4,1,3,2,24,10,8
0,0,4,2,11,4,4
0,4,4,0,11,5,6
2,2,8,0,24,6,6
2,3,4,0,30,15,0
0,1,6,2,26,9,7
0,2,5,0,27,11,12
4,0,9,0,25,11,6
0,2,5,0,20,8,3
0,3,5,2,30,11,4
0,2,2,0,26,10,0
1,0,0,0,9,4,3
2,2,2,0,21,8,6
2,2,8,0,32,11,9
0,2,2,0,22,7,6
0,0,3,0,29,19,0
2,3,7,0,31,15,0
1,2,2,0,16,7,6
0,3,4,2,19,10,1
0,3,13,0,26,13,0
0,2,5,0,21,13,0
0,4,7,0,20,7,0
3,1,5,2,16,6,4
2,2,2,0,20,7,6
0,5,5,2,18,8,4
0,3,7,2,20,6,4
4,2,4,0,25,14,12
1,0,0,0,19,11,0
2,3,7,0,25,12,0
1,3,1,0,11,6,0
3,2,2,0,11,5,0
0,5,8,0,20,9,6
0,3,7,2,26,8,1
0,0,9,0,36,21,6
4,2,6,2,23,7,7
0,0,6,0,14,7,9
0,3,8,0,20,6,6
2,2,5,0,26,8,6
0,3,13,0,29,13,0
2,0,0,0,34,25,0
0,2,7,0,21,15,0
0,1,3,0,23,7,12
0,2,2,2,21,7,7
2,1,6,0,32,12,6
0,1,3,0,14,6,3
2,0,6,0,9,2,0
4,0,0,0,17,6,6
0,3,2,6,11,2,4
2,2,2,0,23,9,6
5,3,1,0,15,6,6
2,0,0,0,12,7,6
2,1,2,0,17,9,12
2,2,4,0,16,6,3
2,2,7,0,24,10,6
2,3,7,4,23,6,2
2,2,6,0,26,8,3
0,2,2,2,19,10,1
0,3,1,0,15,3,12
2,3,5,2,20,7,8
0,3,1,0,17,7,6
2,2,5,0,29,14,6
4,1,3,0,29,13,0
2,2,2,0,20,6,11
2,3,7,0,27,11,6
3,3,5,2,23,9,9
2,3,4,0,16,9,6
0,4,6,0,17,6,6
0,2,2,4,16,6,2
0,2,5,1,28,11,2
6,1,3,0,20,3,12
2,2,5,0,29,9,6
1,1,2,0,20,16,3
0,1,6,3,26,12,0
0,5,4,0,18,8,0
0,2,7,0,28,10,12
0,2,6,6,28,10,2
0,1,3,0,17,5,9
1,1,6,0,33,12,6
0,3,8,2,26,11,4
0,3,8,0,32,12,0
0,3,7,0,16,5,3
0,3,7,0,27,12,0
2,2,6,0,23,9,6
0,3,4,2,21,13,8
0,3,7,2,17,4,4
4,2,4,0,7,3,0
2,1,2,0,22,11,6
0,3,8,0,23,8,6
4,2,5,0,23,6,0
0,2,8,0,21,12,12
0,2,0,8,0,0,2
0,2,2,0,26,12,3
0,2,7,0,30,11,6
0,5,6,0,26,13,0
0,4,10,0,27,10,6
0,4,9,0,22,10,6
0,4,6,0,12,3,6
2,3,4,0,22,12,0
3,2,2,0,18,5,6
2,1,6,0,23,8,3
2,3,5,2,24,10,8
3,1,3,0,18,8,6
1,3,4,0,21,13,0
0,2,5,0,20,7,6
0,3,5,0,24,8,6
0,2,2,2,15,3,9
6,1,6,0,30,9,6
2,4,3,0,21,9,6
1,1,3,3,20,9,6
0,3,10,0,29,13,0
0,2,8,0,25,13,0
0,3,7,0,29,11,6
1,0,0,0,12,7,0
1,2,5,0,19,10,0
2,3,10,0,23,12,6
0,1,5,4,18,8,4
0,2,2,2,11,5,7
2,2,8,0,30,11,0
6,2,5,0,25,6,6
1,3,7,0,30,11,6
5,2,8,0,28,11,6
1,1,3,0,35,26,0
0,1,3,0,23,8,0
2,0,6,0,20,11,0
2,3,1,0,31,19,0
0,2,5,2,22,8,1
2,2,2,2,22,11,4
0,2,6,0,17,5,6
0,3,8,0,30,10,6
2,2,2,0,15,5,6
3,1,9,0,25,8,6
0,1,5,0,24,14,12
4,2,5,0,31,12,0
0,3,6,0,30,13,0
3,0,3,0,21,12,6
0,1,5,0,30,11,6
1,3,2,0,6,3,6
0,1,6,3,24,8,0
1,1,5,0,17,9,12
0,1,6,0,26,11,0
0,2,11,0,27,8,12
1,0,0,2,12,7,7
0,2,2,2,23,9,1
2,2,5,0,33,14,0
3,0,0,0,22,12,6
0,1,5,0,27,14,0
1,2,6,0,25,12,6
1,2,5,0,18,8,0
2,4,9,0,11,4,6
0,1,3,0,16,8,0
4,0,3,0,19,11,6
0,2,7,0,19,13,6
0,2,8,0,27,8,6
0,2,4,0,29,13,0
0,2,2,0,10,4,6
2,2,2,2,25,8,10
0,2,3,5,25,10,10
0,2,2,0,17,6,9
2,3,10,0,23,10,6
2,2,2,0,20,7,6
2,2,2,0,18,3,6
0,2,2,2,23,12,4
2,2,5,0,35,15,0
4,3,4,2,13,4,4
5,2,2,0,18,5,12
0,3,3,6,16,6,16
1,3,5,0,18,10,9
0,3,7,0,30,14,6
0,2,7,0,29,10,6
2,3,4,0,28,12,0
0,1,5,0,25,11,0
0,2,8,2,19,8,3
0,1,6,0,26,8,6
2,1,9,2,30,8,7
1,0,0,0,27,15,0
2,3,8,0,23,8,8
4,2,6,5,27,9,4
0,1,4,0,22,11,0
0,0,6,2,16,7,9
2,1,6,0,28,10,6
0,0,3,2,24,8,4
2,3,8,0,25,9,6
2,3,11,0,32,14,0
0,3,1,3,11,6,6
0,2,2,2,27,12,4
0,3,5,0,19,6,6
2,2,5,2,28,13,1
3,3,1,0,30,17,0
0,4,11,2,33,14,4
2,3,7,4,27,10,2
3,0,3,0,14,9,6
2,1,2,0,15,11,0
0,2,5,0,20,7,6
0,5,3,0,23,13,0
0,4,13,0,33,13,0
3,1,5,0,13,6,0
0,2,5,0,21,7,6
0,2,4,0,19,11,6
7,1,3,0,23,7,6
0,1,6,0,30,9,6
1,1,5,0,18,12,12
0,4,10,0,25,7,6
0,3,10,0,24,6,6
0,3,13,0,31,11,6
4,1,2,4,17,5,15
3,1,2,4,17,3,20
0,2,2,2,14,6,6
0,2,9,4,24,7,8
1,1,2,2,10,4,1
4,1,5,0,31,12,6
0,1,4,4,14,2,8
2,2,5,2,19,5,10
0,4,8,0,24,11,0
0,3,7,0,19,6,12
0,2,5,2,28,11,7
4,2,11,0,29,8,12
0,1,4,0,28,15,6
0,2,5,0,27,8,6
4,1,0,2,15,3,9
0,2,7,0,29,16,0
5,0,0,0,19,11,0
7,3,6,4,13,6,2
4,2,5,0,26,6,12
0,2,7,0,26,15,0
0,0,1,4,16,7,2
1,1,3,0,18,5,3
1,1,5,0,16,8,6
0,2,5,2,20,5,10
0,4,5,2,27,10,3
0,3,3,8,20,8,3
1,2,5,0,20,9,0
2,3,8,0,19,9,0
0,1,6,0,23,7,6
2,2,8,0,30,10,0
0,2,5,0,29,8,6
0,3,10,0,29,10,0
1,1,3,0,22,10,0
0,1,3,2,19,5,4
3,3,1,2,25,12,4
0,2,5,0,25,10,0
1,0,0,0,11,4,6
3,4,6,0,17,8,12
0,3,7,0,20,5,9
1,2,6,4,18,9,1
2,3,8,0,32,11,6
0,0,3,3,21,13,0
1,0,3,0,15,7,6
4,2,2,0,28,15,0
0,4,10,0,13,9,12
0,5,8,2,23,6,9
4,1,8,2,25,10,1
1,3,5,0,19,11,0
0,3,1,2,14,6,1
5,1,3,0,26,8,6
0,1,5,0,10,5,6
1,2,5,0,17,8,0
2,2,5,0,27,9,6
2,2,5,2,30,11,1
2,2,8,0,32,10,12
0,2,6,0,28,11,6
0,3,4,0,24,9,6
0,2,8,0,25,8,6
3,1,3,0,24,8,6
2,4,6,0,24,12,0
0,2,2,4,20,9,6
0,3,7,0,24,8,12
1,2,8,0,30,12,6
0,4,6,0,22,10,3
0,3,5,8,16,5,2
2,1,5,2,18,9,1
0,2,2,0,26,10,0
0,2,9,0,28,14,0
0,3,7,2,24,6,4
2,5,6,2,18,6,4
1,2,8,0,25,11,0
0,2,5,0,23,8,6
1,2,2,0,7,2,3
7,0,0,0,21,10,8
1,2,5,0,14,6,0
1,3,10,0,30,11,6
1,2,6,0,28,12,6
1,3,4,0,5,4,0
2,2,11,0,37,12,0
0,3,4,0,14,6,6
1,1,3,0,25,9,18
1,3,4,0,17,8,0
2,2,11,0,27,11,6
1,2,5,2,22,8,9
0,1,5,0,21,7,18
2,0,5,0,27,12,12
0,2,5,2,24,7,4
0,3,11,0,25,8,6
0,3,1,2,15,7,10
3,0,3,0,22,14,0
2,2,5,0,23,8,9
0,2,9,0,23,8,0
0,0,5,0,32,15,6
5,2,2,0,19,10,6
0,2,7,0,31,16,0
2,3,5,4,24,13,1
1,0,0,2,13,5,7
3,3,2,0,13,4,6
1,3,7,0,27,10,6
2,2,8,0,19,4,12
0,2,5,0,23,9,6
0,4,10,0,23,10,0
0,2,3,4,20,10,7
0,1,8,0,24,7,9
0,3,5,2,21,10,4
0,4,4,0,28,12,0
0,3,8,2,25,15,2
1,1,4,2,16,8,1
1,3,7,0,22,9,0
1,1,2,0,23,13,6
0,2,2,0,16,8,6
7,3,1,0,10,3,6
2,2,2,2,23,7,7
0,2,8,0,22,7,6
0,2,2,4,13,5,2
2,1,3,0,17,6,0
1,1,6,0,13,9,0
1,2,3,6,12,7,2
0,3,7,0,21,9,12
10,0,0,0,12,5,0
0,5,8,0,22,7,0
2,3,1,2,11,5,4
0,2,2,0,23,11,6
0,2,9,3,28,11,0
0,3,4,6,21,7,6
3,2,3,2,21,7,7
0,2,2,2,13,5,4
0,2,8,0,28,12,0
4,1,3,0,26,11,12
0,2,11,0,32,10,12
0,3,13,0,29,16,0
4,3,8,0,26,10,6
0,1,2,0,32,17,0
0,3,4,0,17,6,3
0,1,6,1,33,17,2
1,1,3,0,24,7,6
0,2,5,2,24,10,1
0,2,8,0,26,6,6
0,4,5,0,20,6,6
4,1,8,0,28,11,6
0,4,4,0,19,7,6
0,1,9,2,30,9,10
4,1,9,0,33,11,6
2,1,6,0,24,9,0
0,2,2,0,18,5,6
4,0,1,0,21,13,6
2,2,5,0,29,11,6
0,1,5,0,24,13,0
2,2,5,0,33,14,0
2,2,2,0,22,5,11
3,1,6,0,27,11,6
0,1,2,0,27,19,0
3,3,1,0,14,4,6
2,0,6,0,16,9,0
2,0,3,2,19,9,1
0,4,7,0,29,12,6
0,2,2,0,20,7,0
0,2,5,0,19,8,0
0,3,8,2,32,14,4
2,1,1,4,16,5,12
0,3,6,0,14,6,0
2,2,5,4,21,5,9
0,4,4,0,32,16,0
0,1,6,0,22,10,0
1,2,4,0,11,7,0
0,2,5,0,27,9,0
2,1,3,2,22,7,9
0,3,1,2,10,2,9
0,3,7,0,15,8,6
1,1,6,0,26,8,12
1,2,8,0,31,13,0
1,2,9,0,32,19,0
1,1,9,0,27,15,0
0,2,11,0,24,10,6
0,2,3,0,23,13,6
0,3,7,0,23,8,12
0,2,5,4,22,7,10
0,2,11,2,32,11,1
1,2,2,0,23,10,6
2,2,8,2,24,6,4
0,2,2,0,24,11,3
2,3,5,2,25,10,3
0,2,7,0,22,7,6
1,3,4,0,15,10,0
0,3,2,2,20,6,9
0,3,11,0,40,19,6
2,2,2,0,16,5,6
3,0,0,0,34,25,0
6,0,0,0,8,5,0
0,2,8,0,26,9,6
1,1,3,2,27,11,4
1,1,6,2,24,11,4
0,2,2,0,22,10,3
0,3,8,2,23,8,4
2,1,5,0,25,11,6
4,1,6,1,25,5,13
0,0,6,6,19,7,8
1,1,2,0,12,6,3
0,3,7,0,27,9,6
2,3,11,0,30,11,6
2,1,6,2,20,7,4
4,2,2,0,26,14,0
0,2,9,0,39,16,0
0,1,2,4,24,11,8
0,1,3,2,26,11,1
0,2,3,2,22,10,5
0,3,10,0,22,6,6
2,2,9,0,39,12,6
0,1,6,0,11,3,6
0,1,5,2,22,14,4
1,1,6,0,29,18,0
2,3,1,0,19,9,0
0,2,5,0,22,9,3
0,4,10,0,21,7,6
4,0,3,0,22,12,6
2,1,9,0,31,8,6
8,0,0,0,30,25,0
0,4,10,0,29,12,0
0,2,5,4,25,10,4
0,3,7,0,19,6,0
2,2,8,0,17,4,12
0,3,1,0,12,5,3
0,2,5,0,31,16,0
0,1,6,8,30,12,4
0,2,5,0,28,8,6
0,1,6,0,26,12,3
3,1,3,0,20,6,6
4,1,6,0,32,10,6
0,4,6,0,25,16,0
2,1,9,2,28,8,9
1,0,4,0,19,12,17
0,2,5,0,19,7,6
0,4,3,3,15,7,6
0,3,1,3,16,11,0
2,1,6,3,28,8,6
2,2,5,0,21,6,3
4,2,8,0,26,16,0
1,2,8,0,24,10,6
0,4,10,0,24,10,6
3,1,2,0,17,10,6
0,2,7,0,25,12,6
5,2,5,0,28,18,6
0,2,5,0,13,5,0
1,1,3,0,21,9,6
0,3,10,0,26,9,6
2,3,8,0,25,9,6
0,3,10,0,28,8,6
0,3,7,2,30,12,4
2,4,11,0,17,6,0
2,4,3,0,18,6,6
3,1,6,0,19,10,0
1,2,3,2,27,11,8
0,1,6,0,21,6,6
0,2,3,0,1,2,0
2,5,3,0,15,6,0
0,1,6,0,26,11,6
0,2,8,0,28,9,6
6,1,3,0,26,9,6
0,3,7,2,19,7,4
0,2,5,0,18,6,9
2,0,5,0,18,5,6
2,3,4,0,20,10,0
3,0,0,0,34,25,0
2,1,5,0,25,13,6
0,1,6,2,31,12,10
2,1,4,2,14,8,12
2,2,5,0,31,14,0
4,0,6,1,23,10,8
3,0,4,4,13,3,8
0,3,5,0,13,6,3
0,3,4,0,20,10,6
4,2,7,0,27,11,6
2,2,5,0,29,12,0
0,3,8,0,19,8,6
0,2,8,0,27,10,6
3,1,3,0,18,12,0
1,0,7,0,18,9,0
0,4,10,0,32,10,0
4,1,3,1,21,4,8
2,0,4,0,25,11,6
0,3,10,0,21,6,0
0,3,10,0,25,8,12
3,1,3,0,24,9,6
0,3,13,0,37,12,6
2,1,3,4,27,12,2
3,1,6,0,27,9,6
0,2,5,4,23,8,2
1,1,3,1,22,13,14
0,1,2,0,30,21,0
0,1,6,0,27,8,6
0,4,8,0,22,8,6
2,1,3,3,19,4,6
0,2,5,0,25,10,0
0,4,7,2,13,2,8
1,3,1,0,9,4,6
0,1,3,2,25,11,3
0,3,10,0,32,15,0
0,1,6,0,19,6,0
0,2,5,0,22,7,6
2,3,7,0,14,8,0
0,1,5,0,25,13,15
3,0,0,0,21,10,6
0,2,8,0,31,10,12
3,3,1,0,12,5,6
4,1,3,0,23,7,6
2,0,2,0,10,4,0
2,2,2,0,24,10,0
1,1,6,0,16,5,6
0,2,5,0,24,14,6
6,1,3,2,26,6,10
0,4,4,4,20,10,0
5,2,2,0,23,8,6
0,1,3,0,13,5,6
2,2,9,2,23,10,4
2,3,5,0,23,9,6
0,3,10,0,36,15,0
8,0,0,0,20,6,6
3,3,7,0,25,10,6
2,1,9,0,25,9,6
2,1,6,2,22,12,4
0,4,10,0,25,10,3
0,3,5,0,29,11,0
0,4,6,0,17,7,6
1,2,2,0,21,8,6
0,2,7,0,21,11,6
1,1,1,1,14,6,2
2,1,4,0,17,11,0
3,1,3,0,20,4,13
5,2,2,0,21,8,0
4,2,4,0,17,2,18
4,2,4,0,19,12,6
1,2,2,0,12,10,6
0,4,10,0,29,10,6
0,0,3,2,23,15,4
0,3,4,0,17,6,6
0,2,6,4,20,4,7
0,4,14,0,23,7,0
0,4,10,0,20,7,6
0,2,11,0,28,8,6
0,0,4,0,18,10,6
0,2,5,0,21,11,0
0,1,6,5,21,6,4
4,0,0,0,12,8,0
2,2,5,2,28,9,4
0,3,5,0,29,11,0
2,1,5,0,27,13,3
0,3,8,2,18,3,11
0,2,8,0,33,13,6
1,2,6,2,19,5,10
2,2,2,0,16,6,6
0,3,1,2,13,6,10
4,1,6,0,24,6,12
2,1,6,0,32,12,6
0,2,5,2,18,7,1
1,3,2,4,10,3,1
0,3,8,2,21,8,8
1,2,5,0,26,7,6
2,2,5,0,22,6,6
1,1,6,3,18,7,0
0,1,6,0,21,8,6
0,3,10,0,32,10,6
0,2,11,0,27,8,6
4,2,5,2,24,6,7
1,1,4,0,19,8,8
4,3,1,0,23,13,0
0,1,3,0,21,11,0
5,1,6,0,31,11,6
1,3,7,0,28,12,6
2,1,6,0,28,9,12
0,1,3,0,13,6,6
0,2,5,3,27,12,0
0,4,4,3,18,5,6
2,2,2,0,18,7,6
1,0,0,0,18,14,0
1,2,2,0,23,12,6
0,1,6,0,20,10,0
1,3,5,0,18,6,6
1,1,11,0,19,7,12
1,2,4,0,15,7,0
2,2,6,0,8,1,0
2,1,6,2,25,7,4
1,1,3,0,25,13,0
0,2,2,2,20,7,7
0,0,6,0,28,14,0
0,2,8,0,26,6,12
1,2,2,4,14,7,2
0,4,6,0,26,15,0
0,5,6,0,24,10,3
0,1,6,4,26,8,2
2,3,4,0,13,5,0
0,4,7,0,24,12,0
1,3,7,0,18,5,3
0,1,6,3,20,8,0
1,1,2,0,12,13,0
0,2,5,0,20,8,0
0,2,4,0,20,6,6
0,2,5,2,21,7,4
0,5,6,2,17,9,8
1,2,5,0,23,9,6
1,2,8,2,19,8,7
0,2,5,0,22,7,6
0,1,3,0,21,11,6
0,3,10,0,18,5,6
4,2,8,0,26,6,12
0,2,8,3,28,9,6
1,1,2,0,16,8,6
0,1,5,0,24,10,6
0,2,5,2,20,7,1
0,2,5,0,27,11,0
2,1,2,0,11,3,6
0,2,5,3,18,7,6
0,4,7,0,24,8,6
0,1,5,0,23,9,0
1,1,1,0,12,9,0
0,3,1,2,16,9,1
12,0,0,0,32,18,0
4,1,8,0,23,6,12
0,3,5,6,24,10,7
0,2,4,0,17,7,3
0,3,11,2,23,9,4
1,3,1,0,16,8,9
1,1,6,0,23,7,0
0,2,7,0,26,12,12
0,3,12,0,29,11,0
0,4,9,4,20,6,5
0,2,5,0,28,8,6
2,1,6,0,29,13,0
1,2,8,2,28,13,4
1,2,5,2,27,14,1
1,1,3,0,22,8,9
4,1,9,2,25,7,7
0,1,9,2,27,7,12
0,2,5,0,17,6,6
0,2,7,0,28,10,6
1,1,3,2,25,8,6
2,3,9,0,21,6,12
2,2,8,0,24,8,6
0,3,7,0,21,7,6
4,0,0,0,20,10,6
0,3,7,0,24,9,6
3,3,7,0,19,6,0
0,2,5,0,25,12,0
2,4,6,0,18,7,0
0,2,2,0,17,7,6
1,2,8,0,22,8,6
2,1,3,0,21,7,3
4,3,4,0,17,5,6
0,2,5,3,25,10,6
0,3,5,0,31,14,0
0,4,10,0,23,10,0
2,0,0,0,28,22,0
0,1,6,2,20,6,4
0,3,7,2,25,10,4
2,2,8,0,26,8,6
0,2,2,2,14,4,4
2,2,2,0,19,5,6
0,2,5,2,25,11,12
0,4,9,6,13,3,0
1,0,7,0,22,8,12
2,3,7,0,25,11,6
2,2,5,2,28,11,7
3,0,3,3,16,7,0
1,3,8,2,26,11,9
0,2,4,0,22,5,12
0,4,5,4,21,9,1
0,2,5,2,18,7,1
4,2,2,0,24,11,0
0,2,8,1,27,7,14
2,3,8,0,29,10,6
2,2,2,3,26,13,6
0,2,8,2,27,10,4
0,2,6,0,23,7,6
0,2,5,0,20,5,6
0,1,8,0,21,16,0
0,1,2,1,17,11,2
0,3,7,0,18,4,6
0,3,5,0,29,13,0
2,2,2,0,18,5,6
0,2,9,2,25,11,4
0,4,4,0,26,13,0
1,1,5,4,16,7,2
0,3,4,2,19,9,1
1,3,1,0,16,9,0
4,2,2,0,23,8,6
0,3,5,2,17,6,3
0,3,6,0,21,7,3
0,4,6,0,22,11,0
0,3,8,0,28,10,6
2,0,3,2,20,8,10
5,2,2,0,17,6,6
5,1,3,0,19,8,6
4,2,9,0,26,6,12
2,1,6,2,26,11,3
2,1,9,0,30,9,6
0,3,1,2,16,6,1
4,1,3,2,27,9,7
0,3,5,2,14,6,3
2,2,8,0,28,9,6
1,1,2,0,15,9,3
2,2,3,2,24,8,8
2,3,5,2,27,12,4
2,0,1,0,15,10,6
0,2,4,0,19,8,0
2,1,6,2,25,10,1
0,1,8,0,20,7,6
4,1,6,0,32,12,6
0,3,11,0,33,8,6
0,2,5,0,30,15,6
0,4,8,0,16,7,0
0,2,6,2,23,7,8
0,2,5,4,21,5,5
0,1,5,0,23,10,0
4,2,6,0,23,8,12
0,3,7,0,16,6,6
6,1,3,0,28,10,6
0,2,5,3,27,14,0
1,2,2,2,10,2,4
6,0,4,0,40,16,12
4,2,4,2,14,4,8
0,0,3,0,24,12,6
0,2,5,2,22,7,4
2,1,6,0,22,7,6
0,2,5,4,17,6,2
0,2,6,0,15,5,6
5,2,4,0,16,5,6
4,1,3,0,21,5,6
1,1,4,0,25,12,6
1,1,5,0,8,3,0
2,2,8,0,36,14,0
4,2,2,0,26,8,6
0,2,2,2,18,8,4
2,2,5,0,20,7,3
1,3,7,0,20,11,0
4,1,3,0,21,8,3
9,0,3,0,24,9,18
1,0,3,0,18,8,6
2,2,10,0,23,8,9
0,2,2,0,24,10,6
1,2,8,2,28,11,7
0,2,8,0,17,10,6
4,0,3,2,20,8,1
0,4,13,0,29,12,6
1,2,11,0,26,10,6
0,3,7,0,26,12,6
2,2,5,0,18,8,6
0,3,8,2,29,9,10
2,2,5,0,24,7,6
0,0,4,2,19,9,6
0,3,1,0,25,14,0
2,3,7,0,24,10,0
0,2,5,2,19,4,4
1,1,5,1,19,7,2
1,4,7,0,22,10,0
3,2,4,0,19,10,12
3,1,4,0,28,12,6
5,0,3,0,26,12,12
0,2,8,0,22,8,0
0,4,8,0,32,15,6
0,2,2,0,22,7,6
2,2,8,0,28,10,6
0,2,11,2,29,9,10
0,2,5,0,18,6,9
0,3,2,4,17,7,6
6,0,0,0,7,5,0
0,2,2,0,28,17,0
4,2,5,0,25,9,6
2,1,3,0,20,6,6
3,1,6,0,24,6,6
0,3,5,0,21,9,6
0,1,7,2,34,18,1
2,2,5,0,25,12,12
0,2,2,2,15,4,9
0,2,5,2,15,7,1
2,4,4,0,19,11,0
0,2,8,0,21,8,6
2,2,5,2,26,11,1
2,2,6,2,19,5,10
0,3,7,0,31,12,0
0,5,9,4,27,10,2
0,1,6,0,28,10,6
1,1,3,2,23,6,10
0,1,5,0,13,6,9
0,0,2,0,17,8,0
0,2,5,2,10,2,7
0,3,5,0,25,9,6
2,1,3,2,31,15,0
0,2,11,0,25,4,12
2,2,5,0,25,7,6
0,2,8,2,35,14,4
1,3,5,2,23,10,4
0,1,9,0,31,14,6
2,2,4,0,20,6,6
3,1,2,0,5,7,6
2,0,1,6,11,5,8
0,0,6,0,24,10,12
0,4,3,0,12,5,0
1,2,8,0,24,9,6
0,4,10,0,29,12,6
2,2,2,3,20,7,0
1,2,5,0,16,6,6
0,4,10,2,27,8,10
0,2,3,4,22,8,8
2,0,2,0,23,14,0
0,2,9,0,27,8,6
0,5,6,0,13,8,0
0,1,3,0,25,12,6
0,3,1,0,16,5,6
3,0,0,0,23,14,0
0,3,10,0,25,13,0
4,2,6,2,30,7,14
4,1,2,1,19,10,14
3,2,6,0,22,6,6
1,1,3,0,20,10,0
2,1,2,1,20,10,5
1,3,7,0,21,11,0
1,2,2,0,20,7,6
0,2,4,0,22,11,12
4,4,4,2,22,7,14
0,1,8,0,13,2,12
2,2,2,0,20,8,0
3,1,3,0,26,9,6
0,1,3,0,28,14,0
0,2,4,0,28,11,6
5,2,4,0,9,4,11
0,1,6,0,28,12,0
2,3,7,0,23,9,0
6,0,0,0,20,10,0
0,3,4,1,21,10,2
0,3,7,0,17,6,0
1,1,3,0,15,6,0
0,3,8,0,21,7,3
4,4,4,0,24,8,6
2,0,6,0,26,9,6
0,2,5,1,16,5,8
2,3,4,0,14,5,6
2,2,7,0,27,11,6
0,3,7,2,24,8,7
2,2,5,0,24,8,9
0,2,4,0,17,9,6
0,3,1,0,33,23,0
0,1,3,0,10,3,6
2,1,6,0,28,9,9
0,1,3,2,24,8,7
2,3,7,0,19,4,0
0,1,8,0,22,8,3
2,1,6,2,27,9,1
1,0,0,3,17,8,0
0,3,14,0,26,10,6
1,2,8,0,15,5,6
0,4,9,0,19,9,6
1,3,5,0,31,14,0
2,3,7,0,29,11,9
2,4,3,0,15,7,6
4,1,2,0,20,11,6
0,3,7,2,16,5,7
1,1,6,0,17,4,6
3,0,0,0,37,27,0
0,2,7,0,15,8,6
2,3,7,2,28,10,4
2,3,10,0,28,10,0
3,0,0,0,15,7,6
3,2,5,0,19,8,6
3,3,1,0,20,9,6
2,2,6,4,31,14,1
0,3,8,2,23,9,1
0,3,7,2,18,6,1
2,1,3,0,19,9,0
0,2,8,0,32,13,0
0,1,6,0,20,3,6
0,3,7,0,18,9,3
1,3,11,0,30,8,0
4,2,2,0,22,8,0
2,2,5,0,29,10,0
0,2,2,2,21,9,7
2,2,3,2,21,7,8
0,2,5,5,21,9,4
4,2,5,0,22,6,6
2,2,2,0,24,12,0
2,2,5,2,24,7,4
0,4,3,0,29,15,0
4,1,1,0,20,8,12
0,3,4,0,22,9,6
0,4,10,0,31,15,0
0,1,3,0,26,11,0
0,1,2,3,24,10,3
1,0,4,0,17,8,6
2,2,2,0,26,13,0
0,2,6,0,16,6,6
0,0,1,0,7,3,0
1,1,6,0,15,4,6
1,2,5,0,23,11,6
1,0,6,2,12,7,4
0,3,6,2,16,8,11
0,2,5,2,18,7,4
0,4,4,0,16,4,6
0,4,4,2,14,7,4
0,5,5,4,19,7,2
2,4,6,4,22,7,2
2,1,6,0,27,9,6
0,1,6,4,30,9,14
2,1,8,0,26,10,6
1,2,6,2,20,6,10
13,0,0,0,25,7,12
1,1,3,0,15,5,6
0,4,1,4,14,5,7
1,0,0,0,11,4,6
1,3,8,0,27,11,0
0,2,5,0,23,9,6
2,5,11,0,20,8,0
2,3,11,0,28,12,0
4,1,5,1,20,8,2
2,2,8,0,26,8,6
0,2,2,3,13,7,3
0,1,3,0,23,10,6
0,2,5,0,25,12,6
0,3,7,0,16,5,12
2,2,5,2,27,11,14
2,1,6,0,36,14,6
0,3,7,0,18,13,3
6,2,2,0,20,7,6
2,2,5,4,25,10,8
2,4,3,0,19,9,0
2,2,2,0,16,4,6
0,3,5,4,18,7,7
1,0,0,2,12,4,4
0,2,2,0,24,9,0
0,3,7,0,16,9,0
2,2,2,8,11,4,8
0,2,9,0,28,9,6
1,1,3,2,23,12,1
2,3,8,0,22,6,6
2,2,8,0,32,11,6
1,1,1,0,19,9,0
1,1,3,0,20,8,6
1,1,3,0,18,6,6
0,1,2,0,23,12,6
1,2,9,2,29,14,2
1,3,4,0,19,9,0
1,0,6,0,13,7,0
0,1,9,4,22,7,1
3,1,3,0,14,6,6
4,2,7,0,27,11,6
0,3,5,0,17,6,3
0,3,5,4,21,8,0
2,0,0,0,18,12,0
2,1,2,0,11,8,6
6,0,0,0,17,9,6
2,2,8,0,18,4,6
1,2,3,2,13,6,8
4,4,4,0,22,9,0
0,1,3,2,23,9,6
1,1,4,0,9,5,0
0,2,8,0,21,9,6
1,2,5,0,21,10,0
0,1,8,0,24,14,0
0,2,5,0,18,9,3
0,3,8,0,31,13,0
0,3,6,0,22,10,12
2,1,6,0,21,5,12
4,3,5,0,19,6,6
1,2,6,0,15,4,6
0,3,4,0,20,7,6
0,2,8,0,30,9,6
4,2,6,0,27,10,0
2,2,11,0,29,9,6
4,3,7,4,25,8,10
1,2,7,4,15,3,8
0,3,5,2,26,7,4
2,3,7,2,28,11,4
2,2,5,0,16,6,12
